# 房间表：buildingName|roomNo|floor|capacity|床位号=学号;床位号=学号|electricityBalance
# 字段以 | 分隔，一行一条记录；# 开头为注释行。
01A栋|101|1|4|1=23011109;2=23011110;3=23011111;4=23011112|0.0
01A栋|840|8|4|1=25014117;2=25014118;3=25014119;4=25014120|0.0
01A栋|841|8|4|1=25014121;2=25014122;3=25014123;4=25014124|0.0
01A栋|842|8|4|1=25014125;2=25014126;3=25014127;4=25014128|0.0
01A栋|843|8|4|1=25014129;2=25014130;3=25014131;4=25014132|0.0
01A栋|844|8|4|1=25014133;2=25014134;3=25014135;4=25014136|0.0
01A栋|845|8|4|1=25014137;2=25014138;3=25014139;4=25014140|0.0
01A栋|901|9|4|1=25014209;2=25014210;3=25014211;4=25014212|0.0
01A栋|902|9|4|1=25014213;2=25014214;3=25014215;4=25014216|0.0
01A栋|903|9|4|1=25014217;2=25014218;3=25014219;4=25014220|0.0
01A栋|904|9|4|1=25014221;2=25014222;3=25014223;4=25014224|0.0
01A栋|905|9|4|1=25014225;2=25014226;3=25014227;4=25014228|0.0
01A栋|906|9|4|1=25014229;2=25014230;3=25014231;4=25014232|0.0
01A栋|907|9|4|1=25014233;2=25014234;3=25014235;4=25014236|0.0
01A栋|908|9|4|1=25014237;2=25014238;3=25014239;4=25014240|0.0
01A栋|909|9|4|1=25014309;2=25014310;3=25014311;4=25014312|0.0
01A栋|910|9|4|1=25014313;2=25014314;3=25014315;4=25014316|0.0
01A栋|911|9|4|1=25014317;2=25014318;3=25014319;4=25014320|0.0
01A栋|912|9|4|1=25014321;2=25014322;3=25014323;4=25014324|0.0
01A栋|913|9|4|1=25014325;2=25014326;3=25014327;4=25014328|0.0
01A栋|914|9|4|1=25014329;2=25014330;3=25014331;4=25014332|0.0
01A栋|915|9|4|1=25014333;2=25014334;3=25014335;4=25014336|0.0
01A栋|916|9|4|1=25014337;2=25014338;3=25014339;4=25014340|0.0
01A栋|917|9|4|1=25014409;2=25014410;3=25014411;4=25014412|0.0
01A栋|918|9|4|1=25014413;2=25014414;3=25014415;4=25014416|0.0
01A栋|919|9|4|1=25014417;2=25014418;3=25014419;4=25014420|0.0
01A栋|920|9|4|1=25014421;2=25014422;3=25014423;4=25014424|0.0
01A栋|921|9|4|1=25014425;2=25014426;3=25014427;4=25014428|0.0
01A栋|922|9|4|1=25014429;2=25014430;3=25014431;4=25014432|0.0
01A栋|923|9|4|1=25014433;2=25014434;3=25014435;4=25014436|0.0
01A栋|924|9|4|1=25014437;2=25014438;3=25014439;4=25014440|0.0
01A栋|925|9|4|1=26011109;2=26011110;3=26011111;4=26011112|0.0
01A栋|926|9|4|1=26011113;2=26011114;3=26011115;4=26011116|0.0
01A栋|927|9|4|1=26011117;2=26011118;3=26011119;4=26011120|0.0
01A栋|928|9|4|1=26011121;2=26011122;3=26011123;4=26011124|0.0
01A栋|929|9|4|1=26011125;2=26011126;3=26011127;4=26011128|0.0
01A栋|930|9|4|1=26011129;2=26011130;3=26011131;4=26011132|0.0
01A栋|931|9|4|1=26011133;2=26011134;3=26011135;4=26011136|0.0
01A栋|932|9|4|1=26011137;2=26011138;3=26011139;4=26011140|0.0
01A栋|933|9|4|1=26011209;2=26011210;3=26011211;4=26011212|0.0
01A栋|934|9|4|1=26011213;2=26011214;3=26011215;4=26011216|0.0
01A栋|935|9|4|1=26011217;2=26011218;3=26011219;4=26011220|0.0
01A栋|936|9|4|1=26011221;2=26011222;3=26011223;4=26011224|0.0
01A栋|937|9|4|1=26011225;2=26011226;3=26011227;4=26011228|0.0
01A栋|938|9|4|1=26011229;2=26011230;3=26011231;4=26011232|0.0
01A栋|939|9|4|1=26011233;2=26011234;3=26011235;4=26011236|0.0
01A栋|940|9|4|1=26011237;2=26011238;3=26011239;4=26011240|0.0
01A栋|941|9|4|1=26011309;2=26011310;3=26011311;4=26011312|0.0
01A栋|942|9|4|1=26011313;2=26011314;3=26011315;4=26011316|0.0
01A栋|943|9|4|1=26011317;2=26011318;3=26011319;4=26011320|0.0
01A栋|944|9|4|1=26011321;2=26011322;3=26011323;4=26011324|0.0
01A栋|945|9|4|1=26011325;2=26011326;3=26011327;4=26011328|0.0
01A栋|1001|10|4|1=26011329;2=26011330;3=26011331;4=26011332|0.0
01A栋|1002|10|4|1=26011333;2=26011334;3=26011335;4=26011336|0.0
01A栋|1003|10|4|1=26011337;2=26011338;3=26011339;4=26011340|0.0
01A栋|1004|10|4|1=26011409;2=26011410;3=26011411;4=26011412|0.0
01A栋|1005|10|4|1=26011413;2=26011414;3=26011415;4=26011416|0.0
01A栋|1006|10|4|1=26011417;2=26011418;3=26011419;4=26011420|0.0
01A栋|1007|10|4|1=26011421;2=26011422;3=26011423;4=26011424|0.0
01A栋|1008|10|4|1=26011425;2=26011426;3=26011427;4=26011428|0.0
01A栋|1009|10|4|1=26011429;2=26011430;3=26011431;4=26011432|0.0
01A栋|1010|10|4|1=26011433;2=26011434;3=26011435;4=26011436|0.0
01A栋|1011|10|4|1=26011437;2=26011438;3=26011439;4=26011440|0.0
01A栋|1012|10|4|1=26012109;2=26012110;3=26012111;4=26012112|0.0
01A栋|1013|10|4|1=26012113;2=26012114;3=26012115;4=26012116|0.0
01A栋|1014|10|4|1=26012117;2=26012118;3=26012119;4=26012120|0.0
01A栋|1015|10|4|1=26012121;2=26012122;3=26012123;4=26012124|0.0
01A栋|1016|10|4|1=26012125;2=26012126;3=26012127;4=26012128|0.0
01A栋|1017|10|4|1=26012129;2=26012130;3=26012131;4=26012132|0.0
01A栋|1018|10|4|1=26012133;2=26012134;3=26012135;4=26012136|0.0
01A栋|1019|10|4|1=26012137;2=26012138;3=26012139;4=26012140|0.0
01A栋|1020|10|4|1=26012209;2=26012210;3=26012211;4=26012212|0.0
01A栋|1021|10|4|1=26012213;2=26012214;3=26012215;4=26012216|0.0
01A栋|1022|10|4|1=26012217;2=26012218;3=26012219;4=26012220|0.0
01A栋|1023|10|4|1=26012221;2=26012222;3=26012223;4=26012224|0.0
01A栋|1024|10|4|1=26012225;2=26012226;3=26012227;4=26012228|0.0
01A栋|1025|10|4|1=26012229;2=26012230;3=26012231;4=26012232|0.0
01A栋|1026|10|4|1=26012233;2=26012234;3=26012235;4=26012236|0.0
01A栋|1027|10|4|1=26012237;2=26012238;3=26012239;4=26012240|0.0
01A栋|1028|10|4|1=26012309;2=26012310;3=26012311;4=26012312|0.0
01A栋|1029|10|4|1=26012313;2=26012314;3=26012315;4=26012316|0.0
01A栋|1030|10|4|1=26012317;2=26012318;3=26012319;4=26012320|0.0
01A栋|1031|10|4|1=26012321;2=26012322;3=26012323;4=26012324|0.0
01A栋|1032|10|4|1=26012325;2=26012326;3=26012327;4=26012328|0.0
01A栋|1033|10|4|1=26012329;2=26012330;3=26012331;4=26012332|0.0
01A栋|1034|10|4|1=26012333;2=26012334;3=26012335;4=26012336|0.0
01A栋|1035|10|4|1=26012337;2=26012338;3=26012339;4=26012340|0.0
01A栋|1036|10|4|1=26012409;2=26012410;3=26012411;4=26012412|0.0
01A栋|1037|10|4|1=26012413;2=26012414;3=26012415;4=26012416|0.0
01A栋|1038|10|4|1=26012417;2=26012418;3=26012419;4=26012420|0.0
01A栋|1039|10|4|1=26012421;2=26012422;3=26012423;4=26012424|0.0
01A栋|1040|10|4|1=26012425;2=26012426;3=26012427;4=26012428|0.0
01A栋|1041|10|4|1=26012429;2=26012430;3=26012431;4=26012432|0.0
01A栋|1042|10|4|1=26012433;2=26012434;3=26012435;4=26012436|0.0
01A栋|1043|10|4|1=26012437;2=26012438;3=26012439;4=26012440|0.0
01A栋|1044|10|4|1=26013109;2=26013110;3=26013111;4=26013112|0.0
01A栋|1045|10|4|1=26013113;2=26013114;3=26013115;4=26013116|0.0
01A栋|1101|11|4|1=26013117;2=26013118;3=26013119;4=26013120|0.0
01A栋|1102|11|4|1=26013121;2=26013122;3=26013123;4=26013124|0.0
01A栋|1103|11|4|1=26013125;2=26013126;3=26013127;4=26013128|0.0
01A栋|1104|11|4|1=26013129;2=26013130;3=26013131;4=26013132|0.0
01A栋|1105|11|4|1=26013133;2=26013134;3=26013135;4=26013136|0.0
01A栋|1106|11|4|1=26013137;2=26013138;3=26013139;4=26013140|0.0
01A栋|1107|11|4|1=26013209;2=26013210;3=26013211;4=26013212|0.0
01A栋|1108|11|4|1=26013213;2=26013214;3=26013215;4=26013216|0.0
01A栋|1109|11|4|1=26013217;2=26013218;3=26013219;4=26013220|0.0
01A栋|1110|11|4|1=26013221;2=26013222;3=26013223;4=26013224|0.0
01A栋|1111|11|4|1=26013225;2=26013226;3=26013227;4=26013228|0.0
01A栋|1112|11|4|1=26013229;2=26013230;3=26013231;4=26013232|0.0
01A栋|1113|11|4|1=26013233;2=26013234;3=26013235;4=26013236|0.0
01A栋|1114|11|4|1=26013237;2=26013238;3=26013239;4=26013240|0.0
01A栋|1115|11|4|1=26013309;2=26013310;3=26013311;4=26013312|0.0
01A栋|1116|11|4|1=26013313;2=26013314;3=26013315;4=26013316|0.0
01A栋|1117|11|4|1=26013317;2=26013318;3=26013319;4=26013320|0.0
01A栋|1118|11|4|1=26013321;2=26013322;3=26013323;4=26013324|0.0
01A栋|1119|11|4|1=26013325;2=26013326;3=26013327;4=26013328|0.0
01A栋|1120|11|4|1=26013329;2=26013330;3=26013331;4=26013332|0.0
01A栋|1121|11|4|1=26013333;2=26013334;3=26013335;4=26013336|0.0
01A栋|1122|11|4|1=26013337;2=26013338;3=26013339;4=26013340|0.0
01A栋|1123|11|4|1=26013409;2=26013410;3=26013411;4=26013412|0.0
01A栋|1124|11|4|1=26013413;2=26013414;3=26013415;4=26013416|0.0
01A栋|1125|11|4|1=26013417;2=26013418;3=26013419;4=26013420|0.0
01A栋|1126|11|4|1=26013421;2=26013422;3=26013423;4=26013424|0.0
01A栋|1127|11|4|1=26013425;2=26013426;3=26013427;4=26013428|0.0
01A栋|1128|11|4|1=26013429;2=26013430;3=26013431;4=26013432|0.0
01A栋|1129|11|4|1=26013433;2=26013434;3=26013435;4=26013436|0.0
01A栋|1130|11|4|1=26013437;2=26013438;3=26013439;4=26013440|0.0
01A栋|1131|11|4|1=26014109;2=26014110;3=26014111;4=26014112|0.0
01A栋|1132|11|4|1=26014113;2=26014114;3=26014115;4=26014116|0.0
01A栋|1133|11|4|1=26014117;2=26014118;3=26014119;4=26014120|0.0
01A栋|1134|11|4|1=26014121;2=26014122;3=26014123;4=26014124|0.0
01A栋|1135|11|4|1=26014125;2=26014126;3=26014127;4=26014128|0.0
01A栋|1136|11|4|1=26014129;2=26014130;3=26014131;4=26014132|0.0
01A栋|1137|11|4|1=26014133;2=26014134;3=26014135;4=26014136|0.0
01A栋|1138|11|4|1=26014137;2=26014138;3=26014139;4=26014140|0.0
01A栋|1139|11|4|1=26014209;2=26014210;3=26014211;4=26014212|0.0
01A栋|1140|11|4|1=26014213;2=26014214;3=26014215;4=26014216|0.0
01A栋|1141|11|4|1=26014217;2=26014218;3=26014219;4=26014220|0.0
01A栋|1142|11|4|1=26014221;2=26014222;3=26014223;4=26014224|0.0
01A栋|1143|11|4|1=26014225;2=26014226;3=26014227;4=26014228|0.0
01A栋|1144|11|4|1=26014229;2=26014230;3=26014231;4=26014232|0.0
01A栋|1145|11|4|1=26014233;2=26014234;3=26014235;4=26014236|0.0
01A栋|1201|12|4|1=26014237;2=26014238;3=26014239;4=26014240|0.0
01A栋|1202|12|4|1=26014309;2=26014310;3=26014311;4=26014312|0.0
01A栋|1203|12|4|1=26014313;2=26014314;3=26014315;4=26014316|0.0
01A栋|1204|12|4|1=26014317;2=26014318;3=26014319;4=26014320|0.0
01A栋|1205|12|4|1=26014321;2=26014322;3=26014323;4=26014324|0.0
01A栋|1206|12|4|1=26014325;2=26014326;3=26014327;4=26014328|0.0
01A栋|1207|12|4|1=26014329;2=26014330;3=26014331;4=26014332|0.0
01A栋|1208|12|4|1=26014333;2=26014334;3=26014335;4=26014336|0.0
01A栋|1209|12|4|1=26014337;2=26014338;3=26014339;4=26014340|0.0
01A栋|1210|12|4|1=26014409;2=26014410;3=26014411;4=26014412|0.0
01A栋|1211|12|4|1=26014413;2=26014414;3=26014415;4=26014416|0.0
01A栋|1212|12|4|1=26014417;2=26014418;3=26014419;4=26014420|0.0
01A栋|1213|12|4|1=26014421;2=26014422;3=26014423;4=26014424|0.0
01A栋|1214|12|4|1=26014425;2=26014426;3=26014427;4=26014428|0.0
01A栋|1215|12|4|1=26014429;2=26014430;3=26014431;4=26014432|0.0
01A栋|1216|12|4|1=26014433;2=26014434;3=26014435;4=26014436|0.0
01A栋|1217|12|4|1=26014437;2=26014438;3=26014439;4=26014440|0.0
01A栋|1218|12|4|1=;2=;3=;4=|0.0
01A栋|1219|12|4|1=;2=;3=;4=|0.0
01A栋|1220|12|4|1=;2=;3=;4=|0.0
01A栋|1221|12|4|1=;2=;3=;4=|0.0
01A栋|1222|12|4|1=;2=;3=;4=|0.0
01A栋|1223|12|4|1=;2=;3=;4=|0.0
01A栋|1224|12|4|1=;2=;3=;4=|0.0
01A栋|1225|12|4|1=;2=;3=;4=|0.0
01A栋|1226|12|4|1=;2=;3=;4=|0.0
01A栋|1227|12|4|1=;2=;3=;4=|0.0
01A栋|1228|12|4|1=;2=;3=;4=|0.0
01A栋|1229|12|4|1=;2=;3=;4=|0.0
01A栋|1230|12|4|1=;2=;3=;4=|0.0
01A栋|1231|12|4|1=;2=;3=;4=|0.0
01A栋|1232|12|4|1=;2=;3=;4=|0.0
01A栋|1233|12|4|1=;2=;3=;4=|0.0
01A栋|1234|12|4|1=;2=;3=;4=|0.0
01A栋|1235|12|4|1=;2=;3=;4=|0.0
01A栋|1236|12|4|1=;2=;3=;4=|0.0
01A栋|1237|12|4|1=;2=;3=;4=|0.0
01A栋|1238|12|4|1=;2=;3=;4=|0.0
01A栋|1239|12|4|1=;2=;3=;4=|0.0
01A栋|1240|12|4|1=;2=;3=;4=|0.0
01A栋|1241|12|4|1=;2=;3=;4=|0.0
01A栋|1242|12|4|1=;2=;3=;4=|0.0
01A栋|1243|12|4|1=;2=;3=;4=|0.0
01A栋|1244|12|4|1=;2=;3=;4=|0.0
01A栋|1245|12|4|1=;2=;3=;4=|0.0
01B栋|101|1|4|1=23011101;2=23011102;3=23011103;4=23011104|0.0
01B栋|102|1|4|1=23011105;2=23011106;3=23011107;4=23011108|0.0
01B栋|103|1|4|1=23011201;2=23011202;3=23011203;4=23011204|0.0
01B栋|104|1|4|1=23011205;2=23011206;3=23011207;4=23011208|0.0
01B栋|105|1|4|1=23011301;2=23011302;3=23011303;4=23011304|0.0
01B栋|106|1|4|1=23011305;2=23011306;3=23011307;4=23011308|0.0
01B栋|107|1|4|1=23011401;2=23011402;3=23011403;4=23011404|0.0
01B栋|108|1|4|1=23011405;2=23011406;3=23011407;4=23011408|0.0
01B栋|109|1|4|1=23012101;2=23012102;3=23012103;4=23012104|0.0
01B栋|110|1|4|1=23012105;2=23012106;3=23012107;4=23012108|0.0
01B栋|111|1|4|1=23012201;2=23012202;3=23012203;4=23012204|0.0
01B栋|112|1|4|1=23012205;2=23012206;3=23012207;4=23012208|0.0
01B栋|113|1|4|1=23012301;2=23012302;3=23012303;4=23012304|0.0
01B栋|114|1|4|1=23012305;2=23012306;3=23012307;4=23012308|0.0
01B栋|115|1|4|1=23012401;2=23012402;3=23012403;4=23012404|0.0
01B栋|116|1|4|1=23012405;2=23012406;3=23012407;4=23012408|0.0
01B栋|117|1|4|1=23013101;2=23013102;3=23013103;4=23013104|0.0
01B栋|118|1|4|1=23013105;2=23013106;3=23013107;4=23013108|0.0
01B栋|119|1|4|1=23013201;2=23013202;3=23013203;4=23013204|0.0
01B栋|120|1|4|1=23013205;2=23013206;3=23013207;4=23013208|0.0
01B栋|121|1|4|1=23013301;2=23013302;3=23013303;4=23013304|0.0
01B栋|122|1|4|1=23013305;2=23013306;3=23013307;4=23013308|0.0
01B栋|123|1|4|1=23013401;2=23013402;3=23013403;4=23013404|0.0
01B栋|124|1|4|1=23013405;2=23013406;3=23013407;4=23013408|0.0
01B栋|125|1|4|1=23014101;2=23014102;3=23014103;4=23014104|0.0
01B栋|126|1|4|1=23014105;2=23014106;3=23014107;4=23014108|0.0
01B栋|127|1|4|1=23014201;2=23014202;3=23014203;4=23014204|0.0
01B栋|128|1|4|1=23014205;2=23014206;3=23014207;4=23014208|0.0
01B栋|129|1|4|1=23014301;2=23014302;3=23014303;4=23014304|0.0
01B栋|130|1|4|1=23014305;2=23014306;3=23014307;4=23014308|0.0
01B栋|131|1|4|1=23014401;2=23014402;3=23014403;4=23014404|0.0
01B栋|132|1|4|1=23014405;2=23014406;3=23014407;4=23014408|0.0
01B栋|133|1|4|1=24011101;2=24011102;3=24011103;4=24011104|0.0
01B栋|134|1|4|1=24011105;2=24011106;3=24011107;4=24011108|0.0
01B栋|135|1|4|1=24011201;2=24011202;3=24011203;4=24011204|0.0
01B栋|136|1|4|1=24011205;2=24011206;3=24011207;4=24011208|0.0
01B栋|137|1|4|1=24011301;2=24011302;3=24011303;4=24011304|0.0
01B栋|138|1|4|1=24011305;2=24011306;3=24011307;4=24011308|0.0
01B栋|139|1|4|1=24011401;2=24011402;3=24011403;4=24011404|0.0
01B栋|140|1|4|1=24011405;2=24011406;3=24011407;4=24011408|0.0
01B栋|141|1|4|1=24012101;2=24012102;3=24012103;4=24012104|0.0
01B栋|142|1|4|1=24012105;2=24012106;3=24012107;4=24012108|0.0
01B栋|143|1|4|1=24012201;2=24012202;3=24012203;4=24012204|0.0
01B栋|144|1|4|1=24012205;2=24012206;3=24012207;4=24012208|0.0
01B栋|145|1|4|1=24012301;2=24012302;3=24012303;4=24012304|0.0
01B栋|201|2|4|1=24012305;2=24012306;3=24012307;4=24012308|0.0
01B栋|202|2|4|1=24012401;2=24012402;3=24012403;4=24012404|0.0
01B栋|203|2|4|1=24012405;2=24012406;3=24012407;4=24012408|0.0
01B栋|204|2|4|1=24013101;2=24013102;3=24013103;4=24013104|0.0
01B栋|205|2|4|1=24013105;2=24013106;3=24013107;4=24013108|0.0
01B栋|206|2|4|1=24013201;2=24013202;3=24013203;4=24013204|0.0
01B栋|207|2|4|1=24013205;2=24013206;3=24013207;4=24013208|0.0
01B栋|208|2|4|1=24013301;2=24013302;3=24013303;4=24013304|0.0
01B栋|209|2|4|1=24013305;2=24013306;3=24013307;4=24013308|0.0
01B栋|210|2|4|1=24013401;2=24013402;3=24013403;4=24013404|0.0
01B栋|211|2|4|1=24013405;2=24013406;3=24013407;4=24013408|0.0
01B栋|212|2|4|1=24014101;2=24014102;3=24014103;4=24014104|0.0
01B栋|213|2|4|1=24014105;2=24014106;3=24014107;4=24014108|0.0
01B栋|214|2|4|1=24014201;2=24014202;3=24014203;4=24014204|0.0
01B栋|215|2|4|1=24014205;2=24014206;3=24014207;4=24014208|0.0
01B栋|216|2|4|1=24014301;2=24014302;3=24014303;4=24014304|0.0
01B栋|217|2|4|1=24014305;2=24014306;3=24014307;4=24014308|0.0
01B栋|218|2|4|1=24014401;2=24014402;3=24014403;4=24014404|0.0
01B栋|219|2|4|1=24014405;2=24014406;3=24014407;4=24014408|0.0
01B栋|220|2|4|1=25011101;2=25011102;3=25011103;4=25011104|0.0
01B栋|221|2|4|1=25011105;2=25011106;3=25011107;4=25011108|0.0
01B栋|222|2|4|1=25011201;2=25011202;3=25011203;4=25011204|0.0
01B栋|223|2|4|1=25011205;2=25011206;3=25011207;4=25011208|0.0
01B栋|224|2|4|1=25011301;2=25011302;3=25011303;4=25011304|0.0
01B栋|225|2|4|1=25011305;2=25011306;3=25011307;4=25011308|0.0
01B栋|226|2|4|1=25011401;2=25011402;3=25011403;4=25011404|0.0
01B栋|227|2|4|1=25011405;2=25011406;3=25011407;4=25011408|0.0
01B栋|228|2|4|1=25012101;2=25012102;3=25012103;4=25012104|0.0
01B栋|229|2|4|1=25012105;2=25012106;3=25012107;4=25012108|0.0
01B栋|230|2|4|1=25012201;2=25012202;3=25012203;4=25012204|0.0
01B栋|231|2|4|1=25012205;2=25012206;3=25012207;4=25012208|0.0
01B栋|232|2|4|1=25012301;2=25012302;3=25012303;4=25012304|0.0
01B栋|233|2|4|1=25012305;2=25012306;3=25012307;4=25012308|0.0
01B栋|234|2|4|1=25012401;2=25012402;3=25012403;4=25012404|0.0
01B栋|235|2|4|1=25012405;2=25012406;3=25012407;4=25012408|0.0
01B栋|236|2|4|1=25013101;2=25013102;3=25013103;4=25013104|0.0
01B栋|237|2|4|1=25013105;2=25013106;3=25013107;4=25013108|0.0
01B栋|238|2|4|1=25013201;2=25013202;3=25013203;4=25013204|0.0
01B栋|239|2|4|1=25013205;2=25013206;3=25013207;4=25013208|0.0
01B栋|240|2|4|1=25013301;2=25013302;3=25013303;4=25013304|0.0
01B栋|241|2|4|1=25013305;2=25013306;3=25013307;4=25013308|0.0
01B栋|242|2|4|1=25013401;2=25013402;3=25013403;4=25013404|0.0
01B栋|243|2|4|1=25013405;2=25013406;3=25013407;4=25013408|0.0
01B栋|244|2|4|1=25014101;2=25014102;3=25014103;4=25014104|0.0
01B栋|245|2|4|1=25014105;2=25014106;3=25014107;4=25014108|0.0
01B栋|301|3|4|1=25014201;2=25014202;3=25014203;4=25014204|0.0
01B栋|302|3|4|1=25014205;2=25014206;3=25014207;4=25014208|0.0
01B栋|303|3|4|1=25014301;2=25014302;3=25014303;4=25014304|0.0
01B栋|304|3|4|1=25014305;2=25014306;3=25014307;4=25014308|0.0
01B栋|305|3|4|1=25014401;2=25014402;3=25014403;4=25014404|0.0
01B栋|306|3|4|1=25014405;2=25014406;3=25014407;4=25014408|0.0
01B栋|307|3|4|1=26011101;2=26011102;3=26011103;4=26011104|0.0
01B栋|308|3|4|1=26011105;2=26011106;3=26011107;4=26011108|0.0
01B栋|309|3|4|1=26011201;2=26011202;3=26011203;4=26011204|0.0
01B栋|310|3|4|1=26011205;2=26011206;3=26011207;4=26011208|0.0
01B栋|311|3|4|1=26011301;2=26011302;3=26011303;4=26011304|0.0
01B栋|312|3|4|1=26011305;2=26011306;3=26011307;4=26011308|0.0
01B栋|313|3|4|1=26011401;2=26011402;3=26011403;4=26011404|0.0
01B栋|314|3|4|1=26011405;2=26011406;3=26011407;4=26011408|0.0
01B栋|315|3|4|1=26012101;2=26012102;3=26012103;4=26012104|0.0
01B栋|316|3|4|1=26012105;2=26012106;3=26012107;4=26012108|0.0
01B栋|317|3|4|1=26012201;2=26012202;3=26012203;4=26012204|0.0
01B栋|318|3|4|1=26012205;2=26012206;3=26012207;4=26012208|0.0
01B栋|319|3|4|1=26012301;2=26012302;3=26012303;4=26012304|0.0
01B栋|320|3|4|1=26012305;2=26012306;3=26012307;4=26012308|0.0
01B栋|321|3|4|1=26012401;2=26012402;3=26012403;4=26012404|0.0
01B栋|322|3|4|1=26012405;2=26012406;3=26012407;4=26012408|0.0
01B栋|323|3|4|1=26013101;2=26013102;3=26013103;4=26013104|0.0
01B栋|324|3|4|1=26013105;2=26013106;3=26013107;4=26013108|0.0
01B栋|325|3|4|1=26013201;2=26013202;3=26013203;4=26013204|0.0
01B栋|326|3|4|1=26013205;2=26013206;3=26013207;4=26013208|0.0
01B栋|327|3|4|1=26013301;2=26013302;3=26013303;4=26013304|0.0
01B栋|328|3|4|1=26013305;2=26013306;3=26013307;4=26013308|0.0
01B栋|329|3|4|1=26013401;2=26013402;3=26013403;4=26013404|0.0
01B栋|330|3|4|1=26013405;2=26013406;3=26013407;4=26013408|0.0
01B栋|331|3|4|1=26014101;2=26014102;3=26014103;4=26014104|0.0
01B栋|332|3|4|1=26014105;2=26014106;3=26014107;4=26014108|0.0
01B栋|333|3|4|1=26014201;2=26014202;3=26014203;4=26014204|0.0
01B栋|334|3|4|1=26014205;2=26014206;3=26014207;4=26014208|0.0
01B栋|335|3|4|1=26014301;2=26014302;3=26014303;4=26014304|0.0
01B栋|336|3|4|1=26014305;2=26014306;3=26014307;4=26014308|0.0
01B栋|337|3|4|1=26014401;2=26014402;3=26014403;4=26014404|0.0
01B栋|338|3|4|1=26014405;2=26014406;3=26014407;4=26014408|0.0
01B栋|339|3|4|1=;2=;3=;4=|0.0
01B栋|340|3|4|1=;2=;3=;4=|0.0
01B栋|341|3|4|1=;2=;3=;4=|0.0
01B栋|342|3|4|1=;2=;3=;4=|0.0
01B栋|343|3|4|1=;2=;3=;4=|0.0
01B栋|344|3|4|1=;2=;3=;4=|0.0
01B栋|345|3|4|1=;2=;3=;4=|0.0
02A栋|101|1|4|1=23021109;2=23021110;3=23021111;4=23021112|0.0
02A栋|102|1|4|1=23021113;2=23021114;3=23021115;4=23021116|0.0
02A栋|103|1|4|1=23021117;2=23021118;3=23021119;4=23021120|0.0
02A栋|104|1|4|1=23021121;2=23021122;3=23021123;4=23021124|0.0
02A栋|105|1|4|1=23021125;2=23021126;3=23021127;4=23021128|0.0
02A栋|106|1|4|1=23021129;2=23021130;3=23021131;4=23021132|0.0
02A栋|107|1|4|1=23021133;2=23021134;3=23021135;4=23021136|0.0
02A栋|108|1|4|1=23021137;2=23021138;3=23021139;4=23021140|0.0
02A栋|109|1|4|1=23021209;2=23021210;3=23021211;4=23021212|0.0
02A栋|110|1|4|1=23021213;2=23021214;3=23021215;4=23021216|0.0
02A栋|111|1|4|1=23021217;2=23021218;3=23021219;4=23021220|0.0
02A栋|112|1|4|1=23021221;2=23021222;3=23021223;4=23021224|0.0
02A栋|113|1|4|1=23021225;2=23021226;3=23021227;4=23021228|0.0
02A栋|114|1|4|1=23021229;2=23021230;3=23021231;4=23021232|0.0
02A栋|115|1|4|1=23021233;2=23021234;3=23021235;4=23021236|0.0
02A栋|116|1|4|1=23021237;2=23021238;3=23021239;4=23021240|0.0
02A栋|117|1|4|1=23021309;2=23021310;3=23021311;4=23021312|0.0
02A栋|118|1|4|1=23021313;2=23021314;3=23021315;4=23021316|0.0
02A栋|119|1|4|1=23021317;2=23021318;3=23021319;4=23021320|0.0
02A栋|120|1|4|1=23021321;2=23021322;3=23021323;4=23021324|0.0
02A栋|121|1|4|1=23021325;2=23021326;3=23021327;4=23021328|0.0
02A栋|122|1|4|1=23021329;2=23021330;3=23021331;4=23021332|0.0
02A栋|123|1|4|1=23021333;2=23021334;3=23021335;4=23021336|0.0
02A栋|124|1|4|1=23021337;2=23021338;3=23021339;4=23021340|0.0
02A栋|125|1|4|1=23021409;2=23021410;3=23021411;4=23021412|0.0
02A栋|126|1|4|1=23021413;2=23021414;3=23021415;4=23021416|0.0
02A栋|127|1|4|1=23021417;2=23021418;3=23021419;4=23021420|0.0
02A栋|128|1|4|1=23021421;2=23021422;3=23021423;4=23021424|0.0
02A栋|129|1|4|1=23021425;2=23021426;3=23021427;4=23021428|0.0
02A栋|130|1|4|1=23021429;2=23021430;3=23021431;4=23021432|0.0
02A栋|131|1|4|1=23021433;2=23021434;3=23021435;4=23021436|0.0
02A栋|132|1|4|1=23021437;2=23021438;3=23021439;4=23021440|0.0
02A栋|133|1|4|1=23022109;2=23022110;3=23022111;4=23022112|0.0
02A栋|134|1|4|1=23022113;2=23022114;3=23022115;4=23022116|0.0
02A栋|135|1|4|1=23022117;2=23022118;3=23022119;4=23022120|0.0
02A栋|136|1|4|1=23022121;2=23022122;3=23022123;4=23022124|0.0
02A栋|137|1|4|1=23022125;2=23022126;3=23022127;4=23022128|0.0
02A栋|138|1|4|1=23022129;2=23022130;3=23022131;4=23022132|0.0
02A栋|139|1|4|1=23022133;2=23022134;3=23022135;4=23022136|0.0
02A栋|140|1|4|1=23022137;2=23022138;3=23022139;4=23022140|0.0
02A栋|141|1|4|1=23022209;2=23022210;3=23022211;4=23022212|0.0
02A栋|142|1|4|1=23022213;2=23022214;3=23022215;4=23022216|0.0
