# 房间表：buildingName|roomNo|floor|capacity|床位号=学号;床位号=学号
# 字段以 | 分隔，一行一条记录；# 开头为注释行。
01A栋|101|1|4|1=24011109;2=24011110;3=24011111;4=24011112
02A栋|204|2|4|1=24022309;2=24022310;3=24022311;4=24022312
02A栋|205|2|4|1=24022313;2=24022314;3=24022315;4=24022316
02A栋|206|2|4|1=24022317;2=24022318;3=24022319;4=24022320
02A栋|207|2|4|1=24022321;2=24022322;3=24022323;4=24022324
02A栋|208|2|4|1=24022325;2=24022326;3=24022327;4=24022328
02A栋|209|2|4|1=24022329;2=24022330;3=24022331;4=24022332
02A栋|210|2|4|1=24022333;2=24022334;3=24022335;4=24022336
02A栋|211|2|4|1=24022337;2=24022338;3=24022339;4=24022340
02A栋|212|2|4|1=24022409;2=24022410;3=24022411;4=24022412
02A栋|213|2|4|1=24022413;2=24022414;3=24022415;4=24022416
02A栋|214|2|4|1=24022417;2=24022418;3=24022419;4=24022420
02A栋|215|2|4|1=24022421;2=24022422;3=24022423;4=24022424
02A栋|216|2|4|1=24022425;2=24022426;3=24022427;4=24022428
02A栋|217|2|4|1=24022429;2=24022430;3=24022431;4=24022432
02A栋|218|2|4|1=24022433;2=24022434;3=24022435;4=24022436
02A栋|219|2|4|1=24022437;2=24022438;3=24022439;4=24022440
02A栋|220|2|4|1=24023109;2=24023110;3=24023111;4=24023112
02A栋|221|2|4|1=24023113;2=24023114;3=24023115;4=24023116
02A栋|222|2|4|1=24023117;2=24023118;3=24023119;4=24023120
02A栋|223|2|4|1=24023121;2=24023122;3=24023123;4=24023124
02A栋|224|2|4|1=24023125;2=24023126;3=24023127;4=24023128
02A栋|225|2|4|1=24023129;2=24023130;3=24023131;4=24023132
02A栋|226|2|4|1=24023133;2=24023134;3=24023135;4=24023136
02A栋|227|2|4|1=24023137;2=24023138;3=24023139;4=24023140
02A栋|228|2|4|1=24023209;2=24023210;3=24023211;4=24023212
02A栋|229|2|4|1=24023213;2=24023214;3=24023215;4=24023216
02A栋|230|2|4|1=24023217;2=24023218;3=24023219;4=24023220
02A栋|231|2|4|1=24023221;2=24023222;3=24023223;4=24023224
02A栋|232|2|4|1=24023225;2=24023226;3=24023227;4=24023228
02A栋|233|2|4|1=24023229;2=24023230;3=24023231;4=24023232
02A栋|234|2|4|1=24023233;2=24023234;3=24023235;4=24023236
02A栋|235|2|4|1=24023237;2=24023238;3=24023239;4=24023240
02A栋|236|2|4|1=24023309;2=24023310;3=24023311;4=24023312
02A栋|237|2|4|1=24023313;2=24023314;3=24023315;4=24023316
02A栋|238|2|4|1=24023317;2=24023318;3=24023319;4=24023320
02A栋|239|2|4|1=24023321;2=24023322;3=24023323;4=24023324
02A栋|240|2|4|1=24023325;2=24023326;3=24023327;4=24023328
02A栋|241|2|4|1=24023329;2=24023330;3=24023331;4=24023332
02A栋|242|2|4|1=24023333;2=24023334;3=24023335;4=24023336
02A栋|243|2|4|1=24023337;2=24023338;3=24023339;4=24023340
02A栋|244|2|4|1=24023409;2=24023410;3=24023411;4=24023412
02A栋|245|2|4|1=24023413;2=24023414;3=24023415;4=24023416
02A栋|301|3|4|1=24023417;2=24023418;3=24023419;4=24023420
02A栋|302|3|4|1=24023421;2=24023422;3=24023423;4=24023424
02A栋|303|3|4|1=24023425;2=24023426;3=24023427;4=24023428
02A栋|304|3|4|1=24023429;2=24023430;3=24023431;4=24023432
02A栋|305|3|4|1=24023433;2=24023434;3=24023435;4=24023436
02A栋|306|3|4|1=24023437;2=24023438;3=24023439;4=24023440
02A栋|307|3|4|1=24024109;2=24024110;3=24024111;4=24024112
02A栋|308|3|4|1=24024113;2=24024114;3=24024115;4=24024116
02A栋|309|3|4|1=24024117;2=24024118;3=24024119;4=24024120
02A栋|310|3|4|1=24024121;2=24024122;3=24024123;4=24024124
02A栋|311|3|4|1=24024125;2=24024126;3=24024127;4=24024128
02A栋|312|3|4|1=24024129;2=24024130;3=24024131;4=24024132
02A栋|313|3|4|1=24024133;2=24024134;3=24024135;4=24024136
02A栋|314|3|4|1=24024137;2=24024138;3=24024139;4=24024140
02A栋|315|3|4|1=24024209;2=24024210;3=24024211;4=24024212
02A栋|316|3|4|1=24024213;2=24024214;3=24024215;4=24024216
02A栋|317|3|4|1=24024217;2=24024218;3=24024219;4=24024220
02A栋|318|3|4|1=24024221;2=24024222;3=24024223;4=24024224
02A栋|319|3|4|1=24024225;2=24024226;3=24024227;4=24024228
02A栋|320|3|4|1=24024229;2=24024230;3=24024231;4=24024232
02A栋|321|3|4|1=24024233;2=24024234;3=24024235;4=24024236
02A栋|322|3|4|1=24024237;2=24024238;3=24024239;4=24024240
02A栋|323|3|4|1=24024309;2=24024310;3=24024311;4=24024312
02A栋|324|3|4|1=24024313;2=24024314;3=24024315;4=24024316
02A栋|325|3|4|1=24024317;2=24024318;3=24024319;4=24024320
02A栋|326|3|4|1=24024321;2=24024322;3=24024323;4=24024324
02A栋|327|3|4|1=24024325;2=24024326;3=24024327;4=24024328
02A栋|328|3|4|1=24024329;2=24024330;3=24024331;4=24024332
02A栋|329|3|4|1=24024333;2=24024334;3=24024335;4=24024336
02A栋|330|3|4|1=24024337;2=24024338;3=24024339;4=24024340
02A栋|331|3|4|1=24024409;2=24024410;3=24024411;4=24024412
02A栋|332|3|4|1=24024413;2=24024414;3=24024415;4=24024416
02A栋|333|3|4|1=24024417;2=24024418;3=24024419;4=24024420
02A栋|334|3|4|1=24024421;2=24024422;3=24024423;4=24024424
02A栋|335|3|4|1=24024425;2=24024426;3=24024427;4=24024428
02A栋|336|3|4|1=24024429;2=24024430;3=24024431;4=24024432
02A栋|337|3|4|1=24024433;2=24024434;3=24024435;4=24024436
02A栋|338|3|4|1=24024437;2=24024438;3=24024439;4=24024440
02A栋|339|3|4|1=25021109;2=25021110;3=25021111;4=25021112
02A栋|340|3|4|1=25021113;2=25021114;3=25021115;4=25021116
02A栋|341|3|4|1=25021117;2=25021118;3=25021119;4=25021120
02A栋|342|3|4|1=25021121;2=25021122;3=25021123;4=25021124
02A栋|343|3|4|1=25021125;2=25021126;3=25021127;4=25021128
02A栋|344|3|4|1=25021129;2=25021130;3=25021131;4=25021132
02A栋|345|3|4|1=25021133;2=25021134;3=25021135;4=25021136
02A栋|401|4|4|1=25021137;2=25021138;3=25021139;4=25021140
02A栋|402|4|4|1=25021209;2=25021210;3=25021211;4=25021212
02A栋|403|4|4|1=25021213;2=25021214;3=25021215;4=25021216
02A栋|404|4|4|1=25021217;2=25021218;3=25021219;4=25021220
02A栋|405|4|4|1=25021221;2=25021222;3=25021223;4=25021224
02A栋|406|4|4|1=25021225;2=25021226;3=25021227;4=25021228
02A栋|407|4|4|1=25021229;2=25021230;3=25021231;4=25021232
02A栋|408|4|4|1=25021233;2=25021234;3=25021235;4=25021236
02A栋|409|4|4|1=25021237;2=25021238;3=25021239;4=25021240
02A栋|410|4|4|1=25021309;2=25021310;3=25021311;4=25021312
02A栋|411|4|4|1=25021313;2=25021314;3=25021315;4=25021316
02A栋|412|4|4|1=25021317;2=25021318;3=25021319;4=25021320
02A栋|413|4|4|1=25021321;2=25021322;3=25021323;4=25021324
02A栋|414|4|4|1=25021325;2=25021326;3=25021327;4=25021328
02A栋|415|4|4|1=25021329;2=25021330;3=25021331;4=25021332
02A栋|416|4|4|1=25021333;2=25021334;3=25021335;4=25021336
02A栋|417|4|4|1=25021337;2=25021338;3=25021339;4=25021340
02A栋|418|4|4|1=25021409;2=25021410;3=25021411;4=25021412
02A栋|419|4|4|1=25021413;2=25021414;3=25021415;4=25021416
02A栋|420|4|4|1=25021417;2=25021418;3=25021419;4=25021420
02A栋|421|4|4|1=25021421;2=25021422;3=25021423;4=25021424
02A栋|422|4|4|1=25021425;2=25021426;3=25021427;4=25021428
02A栋|423|4|4|1=25021429;2=25021430;3=25021431;4=25021432
02A栋|424|4|4|1=25021433;2=25021434;3=25021435;4=25021436
02A栋|425|4|4|1=25021437;2=25021438;3=25021439;4=25021440
02A栋|426|4|4|1=25022109;2=25022110;3=25022111;4=25022112
02A栋|427|4|4|1=25022113;2=25022114;3=25022115;4=25022116
02A栋|428|4|4|1=25022117;2=25022118;3=25022119;4=25022120
02A栋|429|4|4|1=25022121;2=25022122;3=25022123;4=25022124
02A栋|430|4|4|1=25022125;2=25022126;3=25022127;4=25022128
02A栋|431|4|4|1=25022129;2=25022130;3=25022131;4=25022132
02A栋|432|4|4|1=25022133;2=25022134;3=25022135;4=25022136
02A栋|433|4|4|1=25022137;2=25022138;3=25022139;4=25022140
02A栋|434|4|4|1=25022209;2=25022210;3=25022211;4=25022212
02A栋|435|4|4|1=25022213;2=25022214;3=25022215;4=25022216
02A栋|436|4|4|1=25022217;2=25022218;3=25022219;4=25022220
02A栋|437|4|4|1=25022221;2=25022222;3=25022223;4=25022224
02A栋|438|4|4|1=25022225;2=25022226;3=25022227;4=25022228
02A栋|439|4|4|1=25022229;2=25022230;3=25022231;4=25022232
02A栋|440|4|4|1=25022233;2=25022234;3=25022235;4=25022236
02A栋|441|4|4|1=25022237;2=25022238;3=25022239;4=25022240
02A栋|442|4|4|1=25022309;2=25022310;3=25022311;4=25022312
02A栋|443|4|4|1=25022313;2=25022314;3=25022315;4=25022316
02A栋|444|4|4|1=25022317;2=25022318;3=25022319;4=25022320
02A栋|445|4|4|1=25022321;2=25022322;3=25022323;4=25022324
02A栋|501|5|4|1=25022325;2=25022326;3=25022327;4=25022328
02A栋|502|5|4|1=25022329;2=25022330;3=25022331;4=25022332
02A栋|503|5|4|1=25022333;2=25022334;3=25022335;4=25022336
02A栋|504|5|4|1=25022337;2=25022338;3=25022339;4=25022340
02A栋|505|5|4|1=25022409;2=25022410;3=25022411;4=25022412
02A栋|506|5|4|1=25022413;2=25022414;3=25022415;4=25022416
02A栋|507|5|4|1=25022417;2=25022418;3=25022419;4=25022420
02A栋|508|5|4|1=25022421;2=25022422;3=25022423;4=25022424
02A栋|509|5|4|1=25022425;2=25022426;3=25022427;4=25022428
02A栋|510|5|4|1=25022429;2=25022430;3=25022431;4=25022432
02A栋|511|5|4|1=25022433;2=25022434;3=25022435;4=25022436
02A栋|512|5|4|1=25022437;2=25022438;3=25022439;4=25022440
02A栋|513|5|4|1=25023109;2=25023110;3=25023111;4=25023112
02A栋|514|5|4|1=25023113;2=25023114;3=25023115;4=25023116
02A栋|515|5|4|1=25023117;2=25023118;3=25023119;4=25023120
02A栋|516|5|4|1=25023121;2=25023122;3=25023123;4=25023124
02A栋|517|5|4|1=25023125;2=25023126;3=25023127;4=25023128
02A栋|518|5|4|1=25023129;2=25023130;3=25023131;4=25023132
02A栋|519|5|4|1=25023133;2=25023134;3=25023135;4=25023136
02A栋|520|5|4|1=25023137;2=25023138;3=25023139;4=25023140
02A栋|521|5|4|1=25023209;2=25023210;3=25023211;4=25023212
02A栋|522|5|4|1=25023213;2=25023214;3=25023215;4=25023216
02A栋|523|5|4|1=25023217;2=25023218;3=25023219;4=25023220
02A栋|524|5|4|1=25023221;2=25023222;3=25023223;4=25023224
02A栋|525|5|4|1=25023225;2=25023226;3=25023227;4=25023228
02A栋|526|5|4|1=25023229;2=25023230;3=25023231;4=25023232
02A栋|527|5|4|1=25023233;2=25023234;3=25023235;4=25023236
02A栋|528|5|4|1=25023237;2=25023238;3=25023239;4=25023240
02A栋|529|5|4|1=25023309;2=25023310;3=25023311;4=25023312
02A栋|530|5|4|1=25023313;2=25023314;3=25023315;4=25023316
02A栋|531|5|4|1=25023317;2=25023318;3=25023319;4=25023320
02A栋|532|5|4|1=25023321;2=25023322;3=25023323;4=25023324
02A栋|533|5|4|1=25023325;2=25023326;3=25023327;4=25023328
02A栋|534|5|4|1=25023329;2=25023330;3=25023331;4=25023332
02A栋|535|5|4|1=25023333;2=25023334;3=25023335;4=25023336
02A栋|536|5|4|1=25023337;2=25023338;3=25023339;4=25023340
02A栋|537|5|4|1=25023409;2=25023410;3=25023411;4=25023412
02A栋|538|5|4|1=25023413;2=25023414;3=25023415;4=25023416
02A栋|539|5|4|1=25023417;2=25023418;3=25023419;4=25023420
02A栋|540|5|4|1=25023421;2=25023422;3=25023423;4=25023424
02A栋|541|5|4|1=25023425;2=25023426;3=25023427;4=25023428
02A栋|542|5|4|1=25023429;2=25023430;3=25023431;4=25023432
02A栋|543|5|4|1=25023433;2=25023434;3=25023435;4=25023436
02A栋|544|5|4|1=25023437;2=25023438;3=25023439;4=25023440
02A栋|545|5|4|1=25024109;2=25024110;3=25024111;4=25024112
02A栋|601|6|4|1=25024113;2=25024114;3=25024115;4=25024116
02A栋|602|6|4|1=25024117;2=25024118;3=25024119;4=25024120
02A栋|603|6|4|1=25024121;2=25024122;3=25024123;4=25024124
02A栋|604|6|4|1=25024125;2=25024126;3=25024127;4=25024128
02A栋|605|6|4|1=25024129;2=25024130;3=25024131;4=25024132
02A栋|606|6|4|1=25024133;2=25024134;3=25024135;4=25024136
02A栋|607|6|4|1=25024137;2=25024138;3=25024139;4=25024140
02A栋|608|6|4|1=25024209;2=25024210;3=25024211;4=25024212
02A栋|609|6|4|1=25024213;2=25024214;3=25024215;4=25024216
02A栋|610|6|4|1=25024217;2=25024218;3=25024219;4=25024220
02A栋|611|6|4|1=25024221;2=25024222;3=25024223;4=25024224
02A栋|612|6|4|1=25024225;2=25024226;3=25024227;4=25024228
02A栋|613|6|4|1=25024229;2=25024230;3=25024231;4=25024232
02A栋|614|6|4|1=25024233;2=25024234;3=25024235;4=25024236
02A栋|615|6|4|1=25024237;2=25024238;3=25024239;4=25024240
02A栋|616|6|4|1=25024309;2=25024310;3=25024311;4=25024312
02A栋|617|6|4|1=25024313;2=25024314;3=25024315;4=25024316
02A栋|618|6|4|1=25024317;2=25024318;3=25024319;4=25024320
02A栋|619|6|4|1=25024321;2=25024322;3=25024323;4=25024324
02A栋|620|6|4|1=25024325;2=25024326;3=25024327;4=25024328
02A栋|621|6|4|1=25024329;2=25024330;3=25024331;4=25024332
02A栋|622|6|4|1=25024333;2=25024334;3=25024335;4=25024336
02A栋|623|6|4|1=25024337;2=25024338;3=25024339;4=25024340
02A栋|624|6|4|1=25024409;2=25024410;3=25024411;4=25024412
02A栋|625|6|4|1=25024413;2=25024414;3=25024415;4=25024416
02A栋|626|6|4|1=25024417;2=25024418;3=25024419;4=25024420
02A栋|627|6|4|1=25024421;2=25024422;3=25024423;4=25024424
02A栋|628|6|4|1=25024425;2=25024426;3=25024427;4=25024428
02A栋|629|6|4|1=25024429;2=25024430;3=25024431;4=25024432
02A栋|630|6|4|1=25024433;2=25024434;3=25024435;4=25024436
02A栋|631|6|4|1=25024437;2=25024438;3=25024439;4=25024440
02A栋|632|6|4|1=;2=;3=;4=
02A栋|633|6|4|1=;2=;3=;4=
02A栋|634|6|4|1=;2=;3=;4=
02A栋|635|6|4|1=;2=;3=;4=
02A栋|636|6|4|1=;2=;3=;4=
02A栋|637|6|4|1=;2=;3=;4=
02A栋|638|6|4|1=;2=;3=;4=
02A栋|639|6|4|1=;2=;3=;4=
02A栋|640|6|4|1=;2=;3=;4=
02A栋|641|6|4|1=;2=;3=;4=
02A栋|642|6|4|1=;2=;3=;4=
02A栋|643|6|4|1=;2=;3=;4=
02A栋|644|6|4|1=;2=;3=;4=
02A栋|645|6|4|1=;2=;3=;4=
02B栋|101|1|4|1=24021101;2=24021102;3=24021103;4=24021104
02B栋|102|1|4|1=24021105;2=24021106;3=24021107;4=24021108
02B栋|103|1|4|1=24021201;2=24021202;3=24021203;4=24021204
02B栋|104|1|4|1=24021205;2=24021206;3=24021207;4=24021208
02B栋|105|1|4|1=24021301;2=24021302;3=24021303;4=24021304
02B栋|106|1|4|1=24021305;2=24021306;3=24021307;4=24021308
02B栋|107|1|4|1=24021401;2=24021402;3=24021403;4=24021404
02B栋|108|1|4|1=24021405;2=24021406;3=24021407;4=24021408
02B栋|109|1|4|1=24022101;2=24022102;3=24022103;4=24022104
02B栋|110|1|4|1=24022105;2=24022106;3=24022107;4=24022108
02B栋|111|1|4|1=24022201;2=24022202;3=24022203;4=24022204
02B栋|112|1|4|1=24022205;2=24022206;3=24022207;4=24022208
02B栋|113|1|4|1=24022301;2=24022302;3=24022303;4=24022304
02B栋|114|1|4|1=24022305;2=24022306;3=24022307;4=24022308
02B栋|115|1|4|1=24022401;2=24022402;3=24022403;4=24022404
02B栋|116|1|4|1=24022405;2=24022406;3=24022407;4=24022408
02B栋|117|1|4|1=24023101;2=24023102;3=24023103;4=24023104
02B栋|118|1|4|1=24023105;2=24023106;3=24023107;4=24023108
02B栋|119|1|4|1=24023201;2=24023202;3=24023203;4=24023204
02B栋|120|1|4|1=24023205;2=24023206;3=24023207;4=24023208
02B栋|121|1|4|1=24023301;2=24023302;3=24023303;4=24023304
02B栋|122|1|4|1=24023305;2=24023306;3=24023307;4=24023308
02B栋|123|1|4|1=24023401;2=24023402;3=24023403;4=24023404
02B栋|124|1|4|1=24023405;2=24023406;3=24023407;4=24023408
02B栋|125|1|4|1=24024101;2=24024102;3=24024103;4=24024104
02B栋|126|1|4|1=24024105;2=24024106;3=24024107;4=24024108
02B栋|127|1|4|1=24024201;2=24024202;3=24024203;4=24024204
02B栋|128|1|4|1=24024205;2=24024206;3=24024207;4=24024208
02B栋|129|1|4|1=24024301;2=24024302;3=24024303;4=24024304
02B栋|130|1|4|1=24024305;2=24024306;3=24024307;4=24024308
02B栋|131|1|4|1=24024401;2=24024402;3=24024403;4=24024404
02B栋|132|1|4|1=24024405;2=24024406;3=24024407;4=24024408
02B栋|133|1|4|1=25021101;2=25021102;3=25021103;4=25021104
02B栋|134|1|4|1=25021105;2=25021106;3=25021107;4=25021108
02B栋|135|1|4|1=25021201;2=25021202;3=25021203;4=25021204
02B栋|136|1|4|1=25021205;2=25021206;3=25021207;4=25021208
02B栋|137|1|4|1=25021301;2=25021302;3=25021303;4=25021304
02B栋|138|1|4|1=25021305;2=25021306;3=25021307;4=25021308
02B栋|139|1|4|1=25021401;2=25021402;3=25021403;4=25021404
02B栋|140|1|4|1=25021405;2=25021406;3=25021407;4=25021408
02B栋|141|1|4|1=25022101;2=25022102;3=25022103;4=25022104
02B栋|142|1|4|1=25022105;2=25022106;3=25022107;4=25022108
02B栋|143|1|4|1=25022201;2=25022202;3=25022203;4=25022204
02B栋|144|1|4|1=25022205;2=25022206;3=25022207;4=25022208
02B栋|145|1|4|1=25022301;2=25022302;3=25022303;4=25022304
02B栋|201|2|4|1=25022305;2=25022306;3=25022307;4=25022308
02B栋|202|2|4|1=25022401;2=25022402;3=25022403;4=25022404
02B栋|203|2|4|1=25022405;2=25022406;3=25022407;4=25022408
02B栋|204|2|4|1=25023101;2=25023102;3=25023103;4=25023104
02B栋|205|2|4|1=25023105;2=25023106;3=25023107;4=25023108
02B栋|206|2|4|1=25023201;2=25023202;3=25023203;4=25023204
02B栋|207|2|4|1=25023205;2=25023206;3=25023207;4=25023208
02B栋|208|2|4|1=25023301;2=25023302;3=25023303;4=25023304
02B栋|209|2|4|1=25023305;2=25023306;3=25023307;4=25023308
02B栋|210|2|4|1=25023401;2=25023402;3=25023403;4=25023404
02B栋|211|2|4|1=25023405;2=25023406;3=25023407;4=25023408
02B栋|212|2|4|1=25024101;2=25024102;3=25024103;4=25024104
02B栋|213|2|4|1=25024105;2=25024106;3=25024107;4=25024108
02B栋|214|2|4|1=25024201;2=25024202;3=25024203;4=25024204
02B栋|215|2|4|1=25024205;2=25024206;3=25024207;4=25024208
02B栋|216|2|4|1=25024301;2=25024302;3=25024303;4=25024304
02B栋|217|2|4|1=25024305;2=25024306;3=25024307;4=25024308
02B栋|218|2|4|1=25024401;2=25024402;3=25024403;4=25024404
02B栋|219|2|4|1=25024405;2=25024406;3=25024407;4=25024408
02B栋|220|2|4|1=;2=;3=;4=
02B栋|221|2|4|1=;2=;3=;4=
02B栋|222|2|4|1=;2=;3=;4=
02B栋|223|2|4|1=;2=;3=;4=
02B栋|224|2|4|1=;2=;3=;4=
02B栋|225|2|4|1=;2=;3=;4=
02B栋|226|2|4|1=;2=;3=;4=
02B栋|227|2|4|1=;2=;3=;4=
02B栋|228|2|4|1=;2=;3=;4=
02B栋|229|2|4|1=;2=;3=;4=
02B栋|230|2|4|1=;2=;3=;4=
02B栋|231|2|4|1=;2=;3=;4=
02B栋|232|2|4|1=;2=;3=;4=
02B栋|233|2|4|1=;2=;3=;4=
02B栋|234|2|4|1=;2=;3=;4=
02B栋|235|2|4|1=;2=;3=;4=
02B栋|236|2|4|1=;2=;3=;4=
02B栋|237|2|4|1=;2=;3=;4=
02B栋|238|2|4|1=;2=;3=;4=
02B栋|239|2|4|1=;2=;3=;4=
02B栋|240|2|4|1=;2=;3=;4=
02B栋|241|2|4|1=;2=;3=;4=
02B栋|242|2|4|1=;2=;3=;4=
02B栋|243|2|4|1=;2=;3=;4=
02B栋|244|2|4|1=;2=;3=;4=
02B栋|245|2|4|1=;2=;3=;4=
03A栋|101|1|4|1=24031109;2=24031110;3=24031111;4=24031112
03A栋|102|1|4|1=24031113;2=24031114;3=24031115;4=24031116
03A栋|103|1|4|1=24031117;2=24031118;3=24031119;4=24031120
03A栋|104|1|4|1=24031121;2=24031122;3=24031123;4=24031124
03A栋|105|1|4|1=24031125;2=24031126;3=24031127;4=24031128
03A栋|106|1|4|1=24031129;2=24031130;3=24031131;4=24031132
03A栋|107|1|4|1=24031133;2=24031134;3=24031135;4=24031136
03A栋|108|1|4|1=24031137;2=24031138;3=24031139;4=24031140
03A栋|109|1|4|1=24031209;2=24031210;3=24031211;4=24031212
03A栋|110|1|4|1=24031213;2=24031214;3=24031215;4=24031216
03A栋|111|1|4|1=24031217;2=24031218;3=24031219;4=24031220
03A栋|112|1|4|1=24031221;2=24031222;3=24031223;4=24031224
03A栋|113|1|4|1=24031225;2=24031226;3=24031227;4=24031228
03A栋|114|1|4|1=24031229;2=24031230;3=24031231;4=24031232
03A栋|115|1|4|1=24031233;2=24031234;3=24031235;4=24031236
03A栋|116|1|4|1=24031237;2=24031238;3=24031239;4=24031240
03A栋|117|1|4|1=24031309;2=24031310;3=24031311;4=24031312
03A栋|118|1|4|1=24031313;2=24031314;3=24031315;4=24031316
03A栋|119|1|4|1=24031317;2=24031318;3=24031319;4=24031320
03A栋|120|1|4|1=24031321;2=24031322;3=24031323;4=24031324
03A栋|121|1|4|1=24031325;2=24031326;3=24031327;4=24031328
03A栋|122|1|4|1=24031329;2=24031330;3=24031331;4=24031332
03A栋|123|1|4|1=24031333;2=24031334;3=24031335;4=24031336
03A栋|124|1|4|1=24031337;2=24031338;3=24031339;4=24031340
03A栋|125|1|4|1=24031409;2=24031410;3=24031411;4=24031412
03A栋|126|1|4|1=24031413;2=24031414;3=24031415;4=24031416
03A栋|127|1|4|1=24031417;2=24031418;3=24031419;4=24031420
03A栋|128|1|4|1=24031421;2=24031422;3=24031423;4=24031424
03A栋|129|1|4|1=24031425;2=24031426;3=24031427;4=24031428
03A栋|130|1|4|1=24031429;2=24031430;3=24031431;4=24031432
03A栋|131|1|4|1=24031433;2=24031434;3=24031435;4=24031436
03A栋|132|1|4|1=24031437;2=24031438;3=24031439;4=24031440
03A栋|133|1|4|1=24032109;2=24032110;3=24032111;4=24032112
03A栋|134|1|4|1=24032113;2=24032114;3=24032115;4=24032116
03A栋|135|1|4|1=24032117;2=24032118;3=24032119;4=24032120
03A栋|136|1|4|1=24032121;2=24032122;3=24032123;4=24032124
03A栋|137|1|4|1=24032125;2=24032126;3=24032127;4=24032128
03A栋|138|1|4|1=24032129;2=24032130;3=24032131;4=24032132
03A栋|139|1|4|1=24032133;2=24032134;3=24032135;4=24032136
03A栋|140|1|4|1=24032137;2=24032138;3=24032139;4=24032140
03A栋|141|1|4|1=24032209;2=24032210;3=24032211;4=24032212
03A栋|142|1|4|1=24032213;2=24032214;3=24032215;4=24032216
03A栋|143|1|4|1=24032217;2=24032218;3=24032219;4=24032220
03A栋|144|1|4|1=24032221;2=24032222;3=24032223;4=24032224
03A栋|145|1|4|1=24032225;2=24032226;3=24032227;4=24032228
03A栋|201|2|4|1=24032229;2=24032230;3=24032231;4=24032232
03A栋|202|2|4|1=24032233;2=24032234;3=24032235;4=24032236
03A栋|203|2|4|1=24032237;2=24032238;3=24032239;4=24032240
03A栋|204|2|4|1=24032309;2=24032310;3=24032311;4=24032312
03A栋|205|2|4|1=24032313;2=24032314;3=24032315;4=24032316
03A栋|206|2|4|1=24032317;2=24032318;3=24032319;4=24032320
03A栋|207|2|4|1=24032321;2=24032322;3=24032323;4=24032324
03A栋|208|2|4|1=24032325;2=24032326;3=24032327;4=24032328
03A栋|209|2|4|1=24032329;2=24032330;3=24032331;4=24032332
03A栋|210|2|4|1=24032333;2=24032334;3=24032335;4=24032336
03A栋|211|2|4|1=24032337;2=24032338;3=24032339;4=24032340
03A栋|212|2|4|1=24032409;2=24032410;3=24032411;4=24032412
03A栋|213|2|4|1=24032413;2=24032414;3=24032415;4=24032416
03A栋|214|2|4|1=24032417;2=24032418;3=24032419;4=24032420
03A栋|215|2|4|1=24032421;2=24032422;3=24032423;4=24032424
03A栋|216|2|4|1=24032425;2=24032426;3=24032427;4=24032428
03A栋|217|2|4|1=24032429;2=24032430;3=24032431;4=24032432
03A栋|218|2|4|1=24032433;2=24032434;3=24032435;4=24032436
03A栋|219|2|4|1=24032437;2=24032438;3=24032439;4=24032440
03A栋|220|2|4|1=24033109;2=24033110;3=24033111;4=24033112
03A栋|221|2|4|1=24033113;2=24033114;3=24033115;4=24033116
03A栋|222|2|4|1=24033117;2=24033118;3=24033119;4=24033120
03A栋|223|2|4|1=24033121;2=24033122;3=24033123;4=24033124
03A栋|224|2|4|1=24033125;2=24033126;3=24033127;4=24033128
03A栋|225|2|4|1=24033129;2=24033130;3=24033131;4=24033132
03A栋|226|2|4|1=24033133;2=24033134;3=24033135;4=24033136
03A栋|227|2|4|1=24033137;2=24033138;3=24033139;4=24033140
03A栋|228|2|4|1=24033209;2=24033210;3=24033211;4=24033212
03A栋|229|2|4|1=24033213;2=24033214;3=24033215;4=24033216
03A栋|230|2|4|1=24033217;2=24033218;3=24033219;4=24033220
03A栋|231|2|4|1=24033221;2=24033222;3=24033223;4=24033224
03A栋|232|2|4|1=24033225;2=24033226;3=24033227;4=24033228
03A栋|233|2|4|1=24033229;2=24033230;3=24033231;4=24033232
03A栋|234|2|4|1=24033233;2=24033234;3=24033235;4=24033236
03A栋|235|2|4|1=24033237;2=24033238;3=24033239;4=24033240
03A栋|236|2|4|1=24033309;2=24033310;3=24033311;4=24033312
03A栋|237|2|4|1=24033313;2=24033314;3=24033315;4=24033316
03A栋|238|2|4|1=24033317;2=24033318;3=24033319;4=24033320
03A栋|239|2|4|1=24033321;2=24033322;3=24033323;4=24033324
03A栋|240|2|4|1=24033325;2=24033326;3=24033327;4=24033328
03A栋|241|2|4|1=24033329;2=24033330;3=24033331;4=24033332
03A栋|242|2|4|1=24033333;2=24033334;3=24033335;4=24033336
